Start Date,End Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales ,7 Day Other SKU Sales 
"Dec 20, 2022","Dec 20, 2022",Boomstick Glimmer,USD,Boomstick Glimmer_B08TZD3G7J_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Glimmer_OMG,*,-,contouring for light skin,1,1,100.0000%,$1.02,1.02,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 20, 2022","Dec 20, 2022",Boomstick Glimmer,USD,Boomstick Glimmer_B08TZD3G7J_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Glimmer_OMG,*,-,ilia lip balm,1,1,100.0000%,$0.76,0.76,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,boomstick trio,48,2,4.1667%,$0.50,0.99,79.00,1.2532%,79.80,1,1,50.0000%,1,0,$79.00,$0.00
"Dec 16, 2022","Dec 16, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,contour makeup,10,1,10.0000%,$0.98,0.98,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,contour palette,90,1,1.1111%,$1.44,1.44,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,gold highlighter makeup,12,1,8.3333%,$1.44,1.44,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,josie marin lipstick,1,1,100.0000%,$1.44,1.44,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,make up concealer for face,2,1,50.0000%,$1.44,1.44,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,make up kits women,4,1,25.0000%,$0.96,0.96,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,mature makeup for women,5,1,20.0000%,$2.89,2.89,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,merit blush,10,1,10.0000%,$0.54,0.54,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,moisturizer stick,22,1,4.5455%,$1.76,1.76,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,nudies all over face color,11,1,9.0909%,$1.44,1.44,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,ogee,121,2,1.6529%,$1.20,2.40,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,ogee crystal contour collection,2,1,50.0000%,$0.99,0.99,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,ogee rose quartz stick,7,1,14.2857%,$1.42,1.42,79.00,1.7975%,55.63,1,1,100.0000%,1,0,$79.00,$0.00
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,rare beauty,341,1,0.2933%,$0.96,0.96,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,sephora gift,3,1,33.3333%,$0.72,0.72,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,sheglam color bloom liquid blush,4,1,25.0000%,$1.24,1.24,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 19, 2022","Dec 19, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,the boomstick trio,12,1,8.3333%,$0.65,0.65,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 20, 2022","Dec 20, 2022",Boomstick Trio,USD,Boomstick Trio_B08S49FM3C_dis_nb_sp_a_omg,Acq_SP_A_Boomstick Trio_OMG,*,-,ulta beauty,1,1,100.0000%,$0.96,0.96,0.00,,0.00,0,0,0.0000%,0,0,$0.00,$0.00
"Dec 15, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sbv_kw_e_omg,Dis_NB_SB_Vid_Boomstick Color_EX_OMG,cream blush for cheeks,EXACT,cream blush for cheeks,362,3,0.8287%,$1.48,4.44,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 21, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sbv_kw_e_omg,Dis_NB_SB_Vid_Boomstick Color_EX_OMG,cream blush for mature skin,EXACT,cream blush for mature skin,298,13,4.3624%,$2.54,33.02,56.00,58.9643%,1.70,2,2,15.3846%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sbv_kw_e_omg,Dis_NB_SB_Vid_Boomstick Color_EX_OMG,cream blush stick,EXACT,cream blush stick,15,1,6.6667%,$1.02,1.02,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sbv_kw_e_omg,Dis_NB_SB_Vid_Boomstick Color_EX_OMG,cream stick blush,EXACT,cream stick blush,14,1,7.1429%,$1.25,1.25,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sbv_kw_e_omg,Dis_NB_SB_Vid_Boomstick Color_EX_OMG,lip and cheek stick,EXACT,lip and cheek stick,4,1,25.0000%,$0.92,0.92,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sbv_kw_e_omg,Dis_NB_SB_Vid_Boomstick Color_EX_OMG,liquid blush makeup,EXACT,liquid blush makeup,6,1,16.6667%,$1.12,1.12,28.00,4.0000%,25.00,1,1,100.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_sca_nb_sbv_kw_e_omg,Dis_NB_SB_Vid_Boomstick Color_EX_OMG,makeup blush stick,EXACT,makeup blush stick,1,1,100.0000%,$1.14,1.14,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,3 in 1 makeup stick cheeks eyes lips,BROAD,3 in one makeup,3,1,33.3333%,$1.36,1.36,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,3 in 1 makeup stick cheeks eyes lips,BROAD,huestick in true #live tinted,16,2,12.5000%,$0.92,1.84,28.00,6.5714%,15.22,1,1,50.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,berry stick for cheeks,BROAD,elf multi stick,38,1,2.6316%,$1.53,1.53,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,best ever blush for older skin,BROAD,best blush for older women,7,1,14.2857%,$1.93,1.93,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,best ever blush for older skin,BROAD,blush for older women,2,1,50.0000%,$2.02,2.02,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush for mature skin,BROAD,cream blush for mature skin,18,1,5.5556%,$2.00,2.00,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush for mature skin,BROAD,cream blush stick for mature skin,3,1,33.3333%,$1.84,1.84,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush for mature skin,BROAD,creme blush for mature skin,11,1,9.0909%,$1.43,1.43,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush for mature skin,BROAD,face blushes,5,1,20.0000%,$1.29,1.29,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush for mature skin,BROAD,gel blush for cheeks for mature skin,1,1,100.0000%,$1.10,1.10,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush makeup nars,BROAD,blush makeup,45,1,2.2222%,$1.14,1.14,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush makeup nars,BROAD,cream blush for cheeks,2,1,50.0000%,$1.14,1.14,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush makeup nars,BROAD,nars liquid blush,71,1,1.4085%,$0.97,0.97,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush makeup nars,BROAD,nars organism blush,32,2,6.2500%,$1.12,2.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush makeup nars,BROAD,nars orgasm blush,21,1,4.7619%,$0.88,0.88,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush makeup nars,BROAD,stick blush for cheeks older women,1,1,100.0000%,$1.13,1.13,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,blush stick for cheeks and lips,BROAD,ceramide multi balm iris and romeo,3,1,33.3333%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cheek and lip tint,BROAD,loreal chiffon signature lip and cheek tint,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cheek and lip tint,BROAD,multi-use lip and cheek tint,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cheek and lip tint,BROAD,palladio im blushing 2-in-1 cheek and lip tint,4,1,25.0000%,$0.88,0.88,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cheek color for older women,BROAD,color my world lipsticks for mature women,30,1,3.3333%,$0.91,0.91,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cheek color for older women,BROAD,color the world lipsticks for mature women,63,1,1.5873%,$0.96,0.96,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cheek color for older women,BROAD,elf cheek blush stick,2,1,50.0000%,$1.42,1.42,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cheek color for older women,BROAD,josie maran cheek stick,1,1,100.0000%,$1.00,1.00,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cheek tint blush,BROAD,cheek tint,25,1,4.0000%,$1.24,1.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,color sticks makeup,BROAD,boomsticks,1,1,100.0000%,$1.20,1.20,79.00,1.5190%,65.83,1,1,100.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream blush,BROAD,almay cream blush,4,1,25.0000%,$1.04,1.04,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream blush,BROAD,best cream blush for older women in rose,2,1,50.0000%,$0.90,0.90,28.00,3.2143%,31.11,1,1,100.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream blush,BROAD,compact cream blush,1,1,100.0000%,$0.90,0.90,28.00,3.2143%,31.11,1,1,100.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream blush,BROAD,cream blush,171,2,1.1696%,$1.23,2.45,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream blush,BROAD,dermablend cream blush,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream blush,BROAD,honest blush cream,4,1,25.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 15, 2022","Dec 15, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream blush,BROAD,mac cream blush,4,1,25.0000%,$0.95,0.95,0.00,,0.00,0,0,0.0000%,,,,
"Dec 17, 2022","Dec 17, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream blush,BROAD,rare cream blush,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream blush,BROAD,tangerine cream blush,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream blush stick,BROAD,blush stick no shimmer,1,1,100.0000%,$1.24,1.24,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream contour stick,BROAD,contour collection,4,2,50.0000%,$1.23,2.46,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream contour stick,BROAD,contour collections three-step glow routine,3,1,33.3333%,$1.52,1.52,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream contour stick,BROAD,contour stick,27,1,3.7037%,$1.64,1.64,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream contour stick,BROAD,crystal contour collection,57,3,5.2632%,$1.26,3.77,28.00,13.4643%,7.43,1,1,33.3333%,,,,
"Dec 15, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream contour stick,BROAD,ogee contour collection,84,3,3.5714%,$1.17,3.51,28.00,12.5357%,7.98,1,1,33.3333%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream contour stick,BROAD,stick contour for face,2,1,50.0000%,$1.66,1.66,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,cream contour stick,BROAD,stick make up for older women,1,1,100.0000%,$1.04,1.04,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,creme blush for cheeks,BROAD,creme blush,72,1,1.3889%,$1.27,1.27,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,creme blush for cheeks,BROAD,creme blush for cheeks,43,1,2.3256%,$1.39,1.39,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyes cheeks lips,BROAD,3-in-1 eye cheek and lip makeup,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyes cheeks lips,BROAD,all in one eye cheek and lip makeup,4,1,25.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyeshadow and blush stick,BROAD,benefit lip and cheek stain,14,1,7.1429%,$0.78,0.78,28.00,2.7857%,35.90,1,1,100.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyeshadow and blush stick,BROAD,chubby stick,13,1,7.6923%,$1.04,1.04,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyeshadow and blush stick,BROAD,clinique blush smoldering plum,2,1,50.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 16, 2022","Dec 16, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyeshadow and blush stick,BROAD,elf multichromatic multi stick,25,1,4.0000%,$1.08,1.08,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyeshadow and blush stick,BROAD,lip and cheek tint stain,1,1,100.0000%,$1.04,1.04,0.00,,0.00,0,0,0.0000%,,,,
"Dec 18, 2022","Dec 18, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyeshadow and blush stick,BROAD,nars maui blush stick,7,1,14.2857%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
"Dec 21, 2022","Dec 21, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyeshadow and blush stick,BROAD,neutrogena multi use stick,5,1,20.0000%,$1.05,1.05,0.00,,0.00,0,0,0.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyeshadow and blush stick,BROAD,origins pinch your cheeks gel blush,3,1,33.3333%,$1.03,1.03,28.00,3.6786%,27.18,1,1,100.0000%,,,,
"Dec 19, 2022","Dec 19, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,eyeshadow and blush stick,BROAD,sheer blush,4,1,25.0000%,$1.01,1.01,0.00,,0.00,0,0,0.0000%,,,,
"Dec 20, 2022","Dec 20, 2022",Boomstick Color,USD,Boomstick Color_B08V1CG1GF_dis_nb_sbv_kw_b_omg,Dis_NB_SB_Vid_Boomstick Color_BD_OMG,face makeup,BROAD,mobile makeup,1,1,100.0000%,$0.90,0.90,0.00,,0.00,0,0,0.0000%,,,,
